- - - [14/Mar/2023:21:01:01 -0400] "GET / HTTP/1.1" 200 468 7260031 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6685204 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:15 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6156390 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 1813419 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:38 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 769064 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 572852 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:01:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 638509 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 834004 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 529828 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:22 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 583749 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 641130 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 438297 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 648120 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 733487 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 433172 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:02:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 413636 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:03:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 657090 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [14/Mar/2023:21:03:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 471440 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
