2023-03-15 10:29:57.401819 | Job console starting...
2023-03-15 10:33:47.335448 | Running Ansible setup...
2023-03-15 10:33:53.280580 | RUN START: [trusted : github.com/hpproliant/NEW-HPE-CI-CONFIG/playbooks/hpe-proliant-ironic-ilo-ipxe.yaml@master]
2023-03-15 10:33:54.369463 | 
2023-03-15 10:33:54.369565 | PLAY [HPE ilo-ipxe job]
2023-03-15 10:33:54.379173 | 
2023-03-15 10:33:54.379246 | TASK [Generate MoltenIron Id for node]
2023-03-15 10:33:54.390366 | [citest] Waiting on logger
2023-03-15 10:33:54.491682 | [citest] Waiting on logger
2023-03-15 10:33:54.592870 | [citest] Waiting on logger
2023-03-15 10:33:54.694032 | [citest] Waiting on logger
2023-03-15 10:33:54.795096 | [citest] Waiting on logger
2023-03-15 10:33:54.896319 | [citest] Waiting on logger
2023-03-15 10:33:54.997481 | [citest] Waiting on logger
2023-03-15 10:33:55.098572 | [citest] Waiting on logger
2023-03-15 10:33:55.199502 | [citest] Waiting on logger
2023-03-15 10:33:55.300538 | [citest] Waiting on logger
2023-03-15 10:33:55.401712 | [citest] Waiting on logger
2023-03-15 10:33:55.502692 | [citest] Waiting on logger
2023-03-15 10:33:55.603680 | [citest] Waiting on logger
2023-03-15 10:33:55.704716 | [citest] Waiting on logger
2023-03-15 10:33:55.805690 | [citest] Waiting on logger
2023-03-15 10:33:55.907038 | [citest] Waiting on logger
2023-03-15 10:33:56.008494 | [citest] Waiting on logger
2023-03-15 10:33:56.109593 | [citest] Waiting on logger
2023-03-15 10:33:56.210697 | [citest] Waiting on logger
2023-03-15 10:33:56.312059 | [citest] Waiting on logger
2023-03-15 10:33:56.413485 | [citest] Waiting on logger
2023-03-15 10:33:56.514574 | [citest] Waiting on logger
2023-03-15 10:33:56.615742 | [citest] Waiting on logger
2023-03-15 10:33:56.716902 | [citest] Waiting on logger
2023-03-15 10:33:56.817841 | [citest] Waiting on logger
2023-03-15 10:33:56.919037 | [citest] Waiting on logger
2023-03-15 10:33:57.019853 | [citest] Waiting on logger
2023-03-15 10:33:57.120717 | [citest] Waiting on logger
2023-03-15 10:33:57.221565 | [citest] Waiting on logger
2023-03-15 10:33:57.322520 | [citest] Waiting on logger
2023-03-15 10:33:57.424042 | [citest] Waiting on logger
2023-03-15 10:33:57.525058 | [citest] Waiting on logger
2023-03-15 10:33:57.626187 | [citest] Waiting on logger
2023-03-15 10:33:57.727216 | [citest] Waiting on logger
2023-03-15 10:33:57.828088 | [citest] Waiting on logger
2023-03-15 10:33:57.929086 | [citest] Waiting on logger
2023-03-15 10:33:58.030083 | [citest] Waiting on logger
2023-03-15 10:33:58.130894 | [citest] Waiting on logger
2023-03-15 10:33:58.231981 | [citest] Waiting on logger
2023-03-15 10:33:58.333144 | [citest] Waiting on logger
2023-03-15 10:33:58.434265 | [citest] Waiting on logger
2023-03-15 10:33:58.535224 | [citest] Waiting on logger
2023-03-15 10:33:58.636378 | [citest] Waiting on logger
2023-03-15 10:33:58.737582 | [citest] Waiting on logger
2023-03-15 10:33:58.838531 | [citest] Waiting on logger
2023-03-15 10:33:58.939559 | [citest] Waiting on logger
2023-03-15 10:33:59.040625 | [citest] Waiting on logger
2023-03-15 10:33:59.141720 | [citest] Waiting on logger
2023-03-15 10:33:59.242762 | [citest] Waiting on logger
2023-03-15 10:33:59.343819 | [citest] Waiting on logger
2023-03-15 10:33:59.444891 | [citest] Waiting on logger
2023-03-15 10:33:59.546134 | [citest] Waiting on logger
2023-03-15 10:33:59.647395 | [citest] Waiting on logger
2023-03-15 10:33:59.748580 | [citest] Waiting on logger
2023-03-15 10:33:59.849745 | [citest] Waiting on logger
2023-03-15 10:33:59.950707 | [citest] Waiting on logger
2023-03-15 10:34:00.051745 | [citest] Waiting on logger
2023-03-15 10:34:00.152894 | [citest] Waiting on logger
2023-03-15 10:34:00.254027 | [citest] Waiting on logger
2023-03-15 10:34:00.355047 | [citest] Waiting on logger
2023-03-15 10:34:00.457132 | [citest] Waiting on logger
2023-03-15 10:34:00.559100 | [citest] Waiting on logger
2023-03-15 10:34:00.660356 | [citest] Waiting on logger
2023-03-15 10:34:00.761442 | [citest] Waiting on logger
2023-03-15 10:34:00.862624 | [citest] Waiting on logger
2023-03-15 10:34:00.963715 | [citest] Waiting on logger
2023-03-15 10:34:01.064880 | [citest] Waiting on logger
2023-03-15 10:34:01.166160 | [citest] Waiting on logger
2023-03-15 10:34:01.267212 | [citest] Waiting on logger
2023-03-15 10:34:01.368247 | [citest] Waiting on logger
2023-03-15 10:34:01.469378 | [citest] Waiting on logger
2023-03-15 10:34:01.570434 | [citest] Waiting on logger
2023-03-15 10:34:01.671547 | [citest] Waiting on logger
2023-03-15 10:34:01.772481 | [citest] Waiting on logger
2023-03-15 10:34:01.873277 | [citest] Waiting on logger
2023-03-15 10:34:01.974282 | [citest] Waiting on logger
2023-03-15 10:34:02.075089 | [citest] Waiting on logger
2023-03-15 10:34:02.176015 | [citest] Waiting on logger
2023-03-15 10:34:02.276905 | [citest] Waiting on logger
2023-03-15 10:34:02.378016 | [citest] Waiting on logger
2023-03-15 10:34:02.478760 | [citest] Waiting on logger
2023-03-15 10:34:02.579690 | [citest] Waiting on logger
2023-03-15 10:34:02.680724 | [citest] Waiting on logger
2023-03-15 10:34:02.781820 | [citest] Waiting on logger
2023-03-15 10:34:02.882848 | [citest] Waiting on logger
2023-03-15 10:34:02.983866 | [citest] Waiting on logger
2023-03-15 10:34:03.084991 | [citest] Waiting on logger
2023-03-15 10:34:03.186218 | [citest] Waiting on logger
2023-03-15 10:34:03.287170 | [citest] Waiting on logger
2023-03-15 10:34:03.388236 | [citest] Waiting on logger
2023-03-15 10:34:03.489486 | [citest] Waiting on logger
2023-03-15 10:34:03.590863 | [citest] Waiting on logger
2023-03-15 10:34:03.691767 | [citest] Waiting on logger
2023-03-15 10:34:03.792874 | [citest] Waiting on logger
2023-03-15 10:34:03.893883 | [citest] Waiting on logger
2023-03-15 10:34:03.994936 | [citest] Waiting on logger
2023-03-15 10:34:04.095852 | [citest] Waiting on logger
2023-03-15 10:34:04.196861 | [citest] Waiting on logger
2023-03-15 10:34:04.297831 | [citest] Waiting on logger
2023-03-15 10:34:04.398805 | [citest] Waiting on logger
2023-03-15 10:34:04.499741 | [citest] Waiting on logger
