Mar 13 15:19:03 dnsmasq[7]: started, version 2.85 DNS disabled
Mar 13 15:19:03 dnsmasq[7]: compile time options: IPv6 GNU-getopt DBus no-UBus no-i18n IDN2 DHCP DHCPv6 no-Lua TFTP no-conntrack ipset auth cryptohash DNSSEC loop-detect inotify dumpfile
Mar 13 15:19:03 dnsmasq[7]: LOUD WARNING: listening on 169.16.1.187 may accept requests via interfaces other than eth0
Mar 13 15:19:03 dnsmasq[7]: LOUD WARNING: use --bind-dynamic rather than --bind-interfaces to avoid DNS amplification attacks via these interface(s)
Mar 13 15:19:03 dnsmasq-dhcp[7]: DHCP, IP range 169.16.1.230 -- 169.16.1.250, lease time 10m
Mar 13 15:19:03 dnsmasq-dhcp[7]: DHCP, sockets bound exclusively to interface eth0
Mar 13 15:19:22 dnsmasq[7]: inotify, new or changed file /etc/dnsmasq/dhcp-hostsdir/unknown_hosts_filter
Mar 13 15:19:22 dnsmasq-dhcp[7]: read /etc/dnsmasq/dhcp-hostsdir/unknown_hosts_filter
Mar 13 15:20:17 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 15:20:22 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 15:20:33 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 15:20:44 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 15:20:51 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 15:26:35 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) fa:16:3e:95:6b:24 ignored
Mar 13 15:26:47 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) fa:16:3e:95:6b:24 ignored
Mar 13 15:26:58 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:04 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:11 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:15 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:17 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:27:17 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:18 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:20 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:24 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:27:24 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:25 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:27 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:29 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:31 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:37 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:37 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:39 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:27:45 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:27:46 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:46 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:47 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:27:48 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:53 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:27:54 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:27:55 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:27:58 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:00 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:03 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:06 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:06 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:28:08 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:28:09 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:09 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:28:16 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:16 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:28:17 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:28:19 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:28:19 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:28:23 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:28:24 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:25 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:28:27 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:28:32 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:32 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 94:40:c9:21:a0:08 ignored
Mar 13 15:28:33 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 70:10:6f:b4:cd:b6 ignored
Mar 13 15:28:36 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
Mar 13 15:28:40 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 15:28:43 dnsmasq-dhcp[7]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
