Mar 13 22:57:55 dnsmasq[6]: started, version 2.85 DNS disabled
Mar 13 22:57:55 dnsmasq[6]: compile time options: IPv6 GNU-getopt DBus no-UBus no-i18n IDN2 DHCP DHCPv6 no-Lua TFTP no-conntrack ipset auth cryptohash DNSSEC loop-detect inotify dumpfile
Mar 13 22:57:55 dnsmasq[6]: LOUD WARNING: listening on 169.16.1.168 may accept requests via interfaces other than eth0
Mar 13 22:57:55 dnsmasq[6]: LOUD WARNING: use --bind-dynamic rather than --bind-interfaces to avoid DNS amplification attacks via these interface(s)
Mar 13 22:57:55 dnsmasq-dhcp[6]: DHCP, IP range 169.16.1.230 -- 169.16.1.250, lease time 10m
Mar 13 22:57:55 dnsmasq-dhcp[6]: DHCP, sockets bound exclusively to interface eth0
Mar 13 22:58:12 dnsmasq[6]: inotify, new or changed file /etc/dnsmasq/dhcp-hostsdir/unknown_hosts_filter
Mar 13 22:58:12 dnsmasq-dhcp[6]: read /etc/dnsmasq/dhcp-hostsdir/unknown_hosts_filter
Mar 13 23:00:36 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:00:40 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:00:40 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:00:44 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:00:47 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:00:48 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:00:57 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:00:59 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:00:59 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:02 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:05 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:05 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:07 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:10 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:11 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:13 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:14 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:18 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:18 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:26 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:29 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:30 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:33 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:39 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:41 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:42 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:44 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:46 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:01:47 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:49 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:01:51 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:f4:80 ignored
Mar 13 23:01:55 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) ec:b1:d7:83:74:40 ignored
Mar 13 23:01:56 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:34 ignored
Mar 13 23:02:03 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 94:57:a5:55:9f:35 ignored
Mar 13 23:02:11 dnsmasq-dhcp[6]: DHCPDISCOVER(eth0) 08:f1:ea:74:03:5e ignored
