- - - [15/Mar/2023:19:08:08 -0400] "GET / HTTP/1.1" 200 468 16746439 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:08:25 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 5629809 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:08:30 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6156883 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:08:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 1794226 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:08:53 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 636931 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 480240 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 466807 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 597587 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 625124 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:37 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 540216 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 572348 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 459392 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 395045 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:09:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 373498 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 443915 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 411974 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 394764 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 424530 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:37 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 429535 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 509828 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 395403 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 513394 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:10:52 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 499162 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 449351 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:07 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 445697 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 507898 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:22 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 397454 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:37 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 371830 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:11:37 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 449932 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
