- - - [15/Mar/2023:14:47:32 -0400] "GET / HTTP/1.1" 200 468 9643544 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:47:41 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6275744 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:47:48 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 5970294 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 1478698 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:10 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 594074 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 695320 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 556138 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 470113 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 484427 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:54 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 385699 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 650040 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:48:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 463182 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 381990 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 397647 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 467104 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 362311 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 395861 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 375375 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 403302 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:54 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 513998 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:49:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 422996 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 486690 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 440133 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 613187 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:24 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 577200 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 584027 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:39 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 687755 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 676995 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:54 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 815094 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:50:54 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 497998 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:14:51:09 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 417651 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
