- - - [15/Mar/2023:19:32:40 -0400] "GET / HTTP/1.1" 200 468 11427151 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:32:51 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6240933 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:32:57 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 6126159 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:18 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 1468747 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:20 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 721597 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:33 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 646536 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:34 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 690300 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:48 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 673235 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:33:49 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 484329 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:03 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 476216 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:03 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 514730 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:04 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 438967 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:18 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 431083 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:19 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 410615 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:33 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 370522 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:34 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 400477 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:48 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 409646 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:34:49 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 399387 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:03 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 369880 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:03 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 487410 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:04 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 408444 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:18 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 392751 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:19 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 410062 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:34 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 744398 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:34 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 782451 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:49 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 454621 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:35:49 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 497120 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:36:04 -0400] "GET /v1/ports?fields=address%2Cextra HTTP/1.1" 200 13 1559422 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
- - - [15/Mar/2023:19:36:04 -0400] "GET /v1/nodes?fields=uuid HTTP/1.1" 200 13 1773434 "-" "ironic-inspector keystoneauth1/5.1.0 python-requests/2.28.1 CPython/3.9.14"
